Rain,Temp,WindDirection,WindSpeed
0.89,65,21,7.48
0.01,66,20,7.25
0,45,15,5.91
0,42,26,9
0.08,43,20,10.41
0.03,40,15,9.64
0,42,25,6.1
1.39,51,14,7.58
1.5,51,14,7.3
1.73,54,13,5.51
2,55,15,7.84
1.25,51,14,8.5
1.04,51,16,6.98
1.09,51,19,6.62
0.57,56,10,6.05
0.85,59,9,9.04
0.91,56,10,7.88
1.69,59,13,8.28
5.35,46,18,7.44
0.87,39,17,6.68
2.02,46,19,8.52
0.93,48,26,2.48
0.57,45,22,6.32
2.04,47,15,8.88
0.31,38,20,5.8
2.73,47,18,9.38
0.06,53,23,4.37
1.01,50,22,6.78
0.34,55,20,3.5
0.07,58,22,6.44
0.83,54,24,5.71
0.53,51,24,3.95
0.29,53,21,2
1.27,77,9,11.95
0.09,50,24,5.01
0.21,63,19,3.92
0,67,18,7.48
0.08,66,19,5.04
0.4,64,20,5.88
0.09,47,16,7.77
0,50,20,9.17
0.83,48,19,7.2
0,46,24,11.42
0.05,49,19,9.07
0.08,60,23,2
0.79,63,17,4.38
3.94,61,17,5.22
0.4,62,20,5.72
1.13,63,24,4.7
10.58,63,13,7.17
1.88,65,15,7.54
0.54,63,20,2.41
2.31,60,16,8.58
0.02,54,17,6.7
3.18,68,11,10.04
3.17,68,12,5.22
4.1,70,15,11.28
2.22,71,19,10.88
0.76,60,12,6.75
3.89,68,13,10.08
5.25,71,16,11.85
0,50,17,7.35
2.42,64,11,10.07
2.09,63,10,10.8
2.08,66,23,7.38
0.01,59,17,7.24
2.17,63,10,9.7
3.14,68,15,10.55
3.4,70,14,9.3
0.2,58,12,9.37
0.34,61,12,8.47
3.33,61,16,8.67
2.99,67,12,8.88
2.94,69,18,10.7
4.58,64,15,9.37
0.79,61,10,8.91
0.05,49,23,5.08
0.15,62,16,3.8
0.49,43,20,7
0.77,60,14,4.68
0.65,62,18,7.45
0.1,60,18,6.68
0.15,62,16,3.8
0.02,57,17,7.31
0.26,60,17,7.05
1.89,39,14,5.68
0.79,41,19,5.34
3.09,43,17,6.42
5.65,45,15,5.45
2.59,47,16,9.4
1.04,40,16,9.85
0.93,43,24,5.61
0.18,59,20,5.65
0.53,58,19,1.94
0.66,52,25,2.05
0.48,59,13,3.5
0.27,45,15,5.44
0.12,50,20,6.74
0.44,49,20,6.08
0.5,49,15,7.05
0.33,42,23,10.92
0.31,43,27,9.04
0.5,41,23,2.71
0.19,39,24,11.17
0,45,23,4.41
0.03,61,26,6.58
0.6,59,25,6.01
1.53,66,21,8.41
0.94,67,20,6.01
0.61,28,16,4.17
0.39,41,16,5.7
0,10,2,19.52
0.11,6,8,5.82
0.04,30,19,16.78
2.35,37,10,3.98
0.04,14,24,7.27
0.16,9,9,3.15
0.74,24,17,5.62
0,60,21,3.51
0.37,33,13,3.61
0.24,26,20,7.91
0.5,39,16,5.77
0.23,28,7,7.8
1.31,42,14,6.07
0.1,22,20,11.87
1.54,38,19,6.8
0.03,0,14,5.14
0.01,5,15,5.68
0,5,12,5.44
0,11,30,3.05
0.52,29,24,2.97
0,60,0,0
0,60,15,23
0.58,47,11,6.71
0.17,41,15,4.48
0.1,27,9,20.14
0.45,23,25,1.72
0,7,13,3.17
0,-9,14,9.81
0,60,12,5.21
1.8,38,10,4.1
0,58,29,4.12
0,58,20,4.07
0,72,18,1.48
0,67,18,1.71
0,51,26,4.12
0.27,55,20,6.34
0.03,52,25,5.54
0,58,0,0
0,62,24,2.4
0,55,26,3.44
0,61,19,6.05
0.09,59,21,3.84
0.62,53,0,0
0,61,20,3.04
0,59,28,4.22
0.05,64,23,2.21
0,63,25,4.84
1.06,58,24,5.4
0.71,59,21,4.35
0.08,58,24,4.07
0.11,58,29,3.3
0,64,29,3.61
0.11,59,25,6.31
0,58,28,9.85
0,61,19,1.74
0.06,61,32,5.84
0.04,58,29,4.27
0,36,27,6.77
0.17,35,21,5.61
0.12,32,19,5.9
0.28,36,24,8.44
0.14,43,23,2.9
0.1,40,17,5.5
1.03,45,16,9.14
0.81,43,19,6.88
0.87,48,16,7.92
0.87,48,16,7.92
0.53,75,22,5.48
0.95,76,19,5.18
1.23,72,25,6.18
0.31,72,22,6.6
0.03,78,16,6.25
0.19,79,19,4.22
0.17,75,27,5.7
2.19,67,24,8.44
1.44,71,26,5.6
0.37,74,23,6.02
0.53,74,21,4.45
0.16,77,23,5.07
0.25,69,24,4.9
0,64,25,4.04
0.01,64,26,8.28
0.25,66,24,4.17
0.36,66,25,5.28
0.18,70,24,6.38
1.61,74,27,5.24
0,74,12,8.77
0.34,73,4,9.75
0.53,71,12,10.01
0.02,72,8,13.47
0.36,44,20,7.05
0.25,45,16,4.32
0.55,37,17,11.25
0.19,45,16,9.51
0.6,47,26,8.28
0.45,48,28,6.4
0.05,48,26,6.71
1.38,45,23,8.22
0.41,51,24,8.04
0.78,53,24,7.02
0,45,21,10.27
0.09,51,22,9.47
0.18,42,23,8.95
0.61,44,27,8.94
0.98,47,29,9.61
1.25,41,21,9.58
0.41,43,28,10.21
0.86,43,25,7.81
0,44,24,8.31
0.03,40,22,9.05
0.08,38,31,10.77
0,45,22,7.91
0.05,47,28,7.38
0,48,21,10.11
0.16,52,22,8.08
0.19,56,23,2.8
0.07,54,22,8.21
0.24,57,18,8.77
0.93,53,23,7.1
0.42,66,21,6.4
0.07,67,16,8.3
2.29,70,22,9.07
0.05,62,18,7.85
0.62,67,22,5.37
0.45,34,20,6.88
0.75,25,19,6.42
1.1,38,15,7.11
0.79,49,16,6.7
0.93,50,15,5.85
1.5,42,14,11
0,60,15,10.97
1.28,39,15,9.44
1.19,35,14,4.8
0.12,45,21,7.87
0.15,44,17,7.3
0.52,42,21,9.58
0.93,37,17,5.45
0.16,42,17,8.42
1.96,30,0,0
0.49,41,22,7.78
0.68,34,10,4.82
2.75,31,16,6.94
2.07,29,13,5.64
0.99,41,16,8.67
1.23,40,21,10.65
0.41,38,19,7.65
0.28,60,18,9.41
0.51,60,23,7.12
1.13,66,21,7.34
1.28,65,21,5.98
1.69,62,22,7.04
1.61,61,17,6.61
0.7,59,25,5.88
0.12,53,22,7.8
0.07,49,22,7.47
0.07,47,29,7.17
0.08,48,22,7.5
0,50,23,7.72
0.16,45,29,7.28
0.36,54,20,6.7
0.05,36,27,11.8
0.1,27,19,4.7
0.01,34,26,12.48
0,32,17,7.78
0,34,25,11.04
0.09,35,25,10.2
0.03,34,22,9.37
0.02,36,26,6.51
0.13,35,15,3.61
0.01,36,26,10.07
0.25,36,24,2.45
0.16,41,29,8.92
0.51,45,30,7.94
0.2,41,29,10.01
0.05,34,30,8.01
0.29,46,29,9.41
0,36,28,8.01
0,33,25,10.91
0,35,28,10.78
0,40,20,5.71
0,42,22,4.78
0,67,11,1.74
0,59,13,4.44
0,50,23,4.65
0,43,15,5.5
0.43,40,17,5.98
1.72,47,16,8
0.62,48,21,8.27
0,51,20,6
0,41,16,9.18
0,52,15,6.21
0.48,43,24,5.24
0.38,39,21,7.22
0.35,41,16,7.9
0.82,39,19,3.87
1.36,46,16,8.94
0.31,48,12,9.88
0.5,41,17,6.82
0.94,40,16,6.27
0.21,56,32,4.88
1.14,60,12,5.27
0.22,61,16,3.88
0.22,59,18,4.95
0.15,59,20,4.27
1.99,60,17,3.12
0.78,65,19,6.02
0.11,36,26,10.72
0,31,27,12.35
0.16,38,24,8.74
0.5,37,24,8.5
0.02,32,27,10.14
0.64,46,23,7.8
0.62,46,19,9.12
0.44,50,20,6.87
0.59,49,21,9.95
0.35,46,20,8.14
0.02,43,22,8.2
0.73,46,18,7.54
0,45,22,7.54
0,52,19,10.37
0,49,22,7.12
0,53,22,7.57
1.33,49,19,6.08
0.11,40,18,9.01
1.38,49,13,5.57
0.32,53,28,1.85
0.27,43,16,5.18
0.88,50,15,9.38
0.05,40,29,3.74
1.13,49,21,5.65
0.35,45,17,5.38
0.12,44,17,9.81
0.37,47,17,4.7
1.14,49,16,7.25
0.81,49,23,6.3
0.77,44,18,4.11
0.28,45,16,4.67
0.05,79,8,7.12
1.71,44,14,9.5
0.02,62,23,4.3
0.09,69,23,6.2
0.22,66,20,4.84
0.7,62,18,4.68
0.12,39,28,10.75
0.12,39,27,10.4
0.06,39,28,13.45
0,34,29,11.72
0.07,39,28,9.55
0.29,54,22,3.5
0.25,60,22,4.91
0.25,53,24,7.72
0.19,54,23,6.14
0.28,57,23,6.07
0.11,59,21,7.42
0.01,57,24,6.48
1.03,57,23,1.74
0,56,12,6.77
0,47,21,7.9
0.07,64,14,7.17
0.09,67,15,3.41
0.01,69,20,8.95
0.42,73,20,10.55
0.02,53,14,8.2
0,66,19,8.05
1.29,71,15,12.38
0,44,21,8.92
0.01,61,20,8.17
0,60,14,9.31
0,66,16,4.94
0,61,23,5.65
0.16,60,20,8.5
0.01,69,21,12.94
0.16,70,20,9.11
0,53,14,9.1
0,57,14,8.07
0,60,17,5.11
0.06,67,9,6.64
1.28,68,20,9.25
0,61,24,8
0.03,54,15,9.71
0.24,43,26,2.78
1.33,55,20,4.02
0.56,38,27,7.02
1.03,53,17,4.95
0.72,57,15,6.38
0.4,54,22,5.45
1.33,55,20,4.02
0.64,52,19,6.44
0.36,53,12,7.14
0.21,40,10,5.31
0.01,43,17,6.15
1.14,44,9,4.42
0.97,46,10,3.85
0.42,48,19,8.37
0.11,41,12,8.27
0,45,26,2.78
0.71,51,23,5.54
0.51,54,23,4.75
0.77,47,26,3.75
0.26,55,22,5.24
1.29,38,19,8.42
1.46,43,21,7.85
1.33,42,24,6.78
0.61,41,10,8.58
0,29,23,10.34
0.3,30,30,12.08
0.11,32,26,5.7
0.16,27,22,11.5
0.02,32,30,8.07
1.65,57,21,6.35
0.14,56,21,7.57
4.04,61,21,6.94
0.52,61,19,4.98
0.16,38,13,2.71
3.41,42,15,8.5
0.09,27,10,12.67
0.31,21,16,1.74
0.32,34,19,6.77
1.94,42,16,3.72
0,33,15,6.7
0.02,29,7,2.5
0,31,12,4.98
0,60,20,2.72
0.14,41,12,3.68
0.59,37,13,5.34
0.51,43,14,6
0.12,38,5,5.74
4.69,45,16,9.51
0.93,36,11,5.87
1.89,40,12,9.28
0.06,5,24,7.37
0.23,25,18,2.35
0.02,13,27,2.48
0,26,14,1.75
0.16,39,18,2.92
0,60,0,0
0,60,8,18.15
0.77,46,17,3.95
0,46,13,9.55
0.19,28,17,19.62
0.48,36,16,1.52
0,24,15,4.6
0.03,-2,17,8.27
0,60,12,5.42
1.5,41,16,3.68
0,56,20,6.77
0,55,23,7.51
0,71,23,3.84
0,66,22,3.51
0,49,25,8.68
0.49,54,19,8.61
0.49,51,19,9.21
0.4,55,0,0
0,61,28,3.77
0,54,28,5.91
0,60,21,7.64
0.01,59,23,5.62
1.3,51,0,0
0,59,29,4.11
0.07,57,27,5.9
0,64,23,4.4
0,63,25,4.67
0.48,57,27,5.32
0.92,57,23,3.02
0.02,58,27,4.24
0.12,57,25,6.81
0,64,26,4.64
0.01,57,26,13.07
0.02,52,24,13.68
0,60,24,3.58
0,60,31,9.58
0.01,59,28,7.57
0.48,30,25,6.62
0.56,39,20,8.05
0.09,35,26,5.72
0.52,38,23,9.01
0.38,43,13,5.44
0.48,42,17,6.74
0.16,46,19,7.11
0.16,45,19,6.2
0.02,50,18,7.32
0.02,50,18,7.32
0.64,67,16,4.41
0.05,74,15,10.64
0.87,64,20,3.21
1.2,64,19,4.37
0.16,74,13,10.68
0.04,75,14,9.35
4.58,68,16,5.38
3.69,62,20,8.5
4.44,61,17,4.5
0.79,69,21,4.85
1.02,69,14,7.3
0.25,73,14,10.61
2.04,61,23,3.7
0.6,58,18,3.61
0.38,59,20,7.32
1.52,59,19,4.37
0.9,58,19,3.85
4.11,63,18,5.77
0.38,75,17,3.72
0.2,74,20,2.18
1.38,74,4,2.22
0.05,73,19,3.3
2.39,73,16,3.97
0.4,45,24,5.74
1.18,47,13,2.85
0.62,41,22,10.5
1.52,42,19,7.45
1.4,43,20,8.7
0.58,48,21,6.88
0.14,48,20,9.67
1.19,40,15,8.02
1.55,50,19,10.75
0.79,51,22,8.02
1.36,46,22,8.14
1.13,50,22,10.05
0.99,45,22,5.98
0.49,40,14,11.44
0.47,44,15,10.31
0.79,39,15,10.31
2.3,39,19,11.17
0.92,40,14,10.72
0.33,45,25,10.26
0,49,26,13.37
0.46,44,29,10.9
0.45,51,20,11.92
0.42,50,23,10
0.62,50,24,15.18
1.41,51,21,9.55
0.46,55,20,2.65
0.56,52,20,10.42
1.33,54,21,9.35
0.93,53,18,7.15
1.29,61,14,5.02
1.67,61,18,5.42
2.06,63,16,7.2
0.29,59,19,8.22
2.87,60,18,5.53
0.46,29,27,6.24
0.86,23,26,6.17
0.53,36,22,6.07
0.04,52,18,6.47
0.24,54,17,9.27
0.38,41,15,8.25
0,60,11,6.96
0.48,40,20,6.67
1.27,32,15,6.95
2.12,43,16,5.4
1.3,41,16,6.84
1.4,40,17,7.4
1.22,34,15,6.82
0.84,40,17,7.11
0.22,28,0,0
1.48,39,17,6.15
0.71,31,13,4.75
0.47,29,9,8.74
0.12,27,5,3.75
0.5,39,12,9.27
1.03,36,18,10.4
0.39,36,10,7.67
0.51,57,16,8.2
0.7,56,16,6.45
2.01,61,20,5.7
0.86,59,17,4.98
0.64,58,16,6.25
1.27,57,17,6.1
0.61,56,23,6.8
0.75,52,17,9.91
0.23,51,19,10.28
1.55,49,21,12.11
0.31,50,20,11.52
0.25,51,20,12.95
0.21,47,23,10.58
0.39,53,19,9.81
0.42,42,23,8.51
0.05,34,29,4.62
0.13,35,28,12.3
0.1,38,21,7.01
0,37,17,5.58
0.28,39,26,10.81
0,38,18,6.88
0.06,40,27,6.51
0.27,39,17,5.15
0.19,41,22,6.37
0.16,40,27,3.12
0.27,43,21,13.18
0.33,45,22,10.84
1.78,38,18,10.17
0.57,40,21,9.87
0.58,44,20,11.44
0.16,40,21,10.25
0.71,38,26,11.82
0.5,38,20,7.77
0.06,38,27,7.35
0.17,39,22,5.42
0,64,21,7.38
0,56,21,8.51
0.01,48,23,5.47
0.02,40,23,5.44
0.34,39,26,4.8
0.2,49,17,8.28
0.11,50,18,7.78
0,50,24,8.44
0.19,46,23,10.95
0,55,23,7.15
0.05,44,16,6.61
0.11,41,21,6.97
0.54,40,14,8.5
0.41,40,21,4.77
0.16,46,17,8.58
0.14,50,19,8.32
0.54,39,16,7.78
0.22,42,19,7.25
0.15,52,22,7.02
1.04,60,18,8.71
0.29,58,17,7.52
1.28,56,18,9.14
0.3,56,17,6.35
0.83,58,18,8.25
0.78,62,18,8.27
0.03,36,11,7.34
0,34,13,7.02
0.2,36,8,8.58
0,34,12,8.65
0.01,34,12,6.28
0.82,48,21,9.95
0.48,46,21,7.74
1,50,21,8.88
0.79,49,21,11.07
0.77,47,20,10.77
2.42,43,19,5.88
0.52,48,20,8.54
0.18,53,21,16.08
0.01,54,22,15.37
0.45,53,20,10.71
0.06,56,21,13
2.02,48,23,5.98
0.16,38,21,7.57
1.37,48,20,6.81
0.53,49,23,2.62
0.34,47,23,12.28
0.51,50,20,6.27
0.02,40,25,7.24
1.15,48,19,7.57
0.05,47,19,6.12
0.9,45,16,7.1
0.08,49,19,6.57
0.02,53,17,9.17
0.27,50,20,7.82
0.03,46,19,5.81
0.16,47,22,5.87
0.64,80,9,9.88
0.26,43,18,6.85
0.35,57,17,7.04
2.32,63,19,6.91
0.83,62,18,5.67
0.4,57,17,7.72
0,37,8,9.82
0.59,38,16,8.1
0.07,37,13,9.28
0.65,37,24,9.04
1.07,37,20,11.12
0.15,52,21,4.17
0.99,57,16,5.48
0.39,53,17,7.81
0.79,54,22,6.1
0.52,55,21,6.08
0.24,56,17,8.37
0.92,55,17,8.15
1.24,55,17,2.74
0,59,23,13.28
0.25,52,22,14.9
0.52,58,22,9.07
0.2,61,22,4.94
0.57,62,18,6.57
0.03,68,9,8.61
0,57,17,14.27
0.54,60,20,9.34
0,67,9,12.41
0.16,48,21,11.04
0.25,59,21,12.58
0.42,59,21,14.48
0,59,17,9.48
0,62,21,9.37
1.02,59,21,12.88
0.01,64,18,10.71
0.49,63,19,7.38
0,56,18,13.85
0,59,20,10.82
0,60,24,11.17
0.37,61,16,7.94
0.04,62,18,9.22
0.33,56,22,12.24
0.53,56,22,13.87
0.53,47,25,6.8
0.15,55,21,6.34
0.36,38,26,5.45
0.53,53,18,6.3
0.84,57,17,10.68
0.16,54,18,8.72
0.15,55,21,6.34
0.27,53,17,10.6
0.05,55,18,8.44
1.28,41,17,4.47
0.16,47,20,6.22
1.17,46,20,6.14
4.22,48,21,4.8
0.88,49,19,7.9
1.07,43,20,8.32
0.02,48,25,6.58
0.13,48,21,7.98
0.24,54,20,5.57
0.21,49,24,5.24
0.57,54,20,6.67
1.06,33,10,9.52
0.82,40,13,6.82
0.96,37,14,7.54
1.4,37,14,7.48
0.08,38,28,11.38
1.02,36,30,13.38
1.01,38,24,2.7
0.07,36,27,12.38
0.83,40,26,6.17
0.28,58,32,6.03
0,57,20,5.56
2.68,61,33,5.86
0.76,63,30,5.23
0,41,22,8.4
0.57,43,13,4.66
0.13,37,11,14.36
0.18,17,2,3.13
0.52,39,14,13.13
0.83,41,15,3.43
0,39,25,3.2
0.14,32,19,5.66
0,36,22,9.2
0,60,22,3.2
0.04,42,14,4.43
0.12,41,9,13.13
0.22,44,13,2.83
0.02,40,12,5.9
0.71,47,13,6.86
0.28,43,14,13.56
0.2,42,13,12.56
0.35,19,11,14.3
0.36,34,9,3.36
0.52,25,16,8.2
0,36,23,2
0,44,13,8.66
0,60,11,1.76
0,60,0,0
0,60,6,9.9
0.22,47,19,4.43
0,47,14,9.23
0.03,31,24,13.46
0.29,40,16,1.9
0,22,8,9.33
0,-13,6,17.36
0,60,12,2.43
0.49,41,23,2.9
0,51,15,4.8
0,60,11,4.76
0,70,10,2.56
0,63,12,3.1
0,49,21,2.83
0,55,26,7.16
0,51,27,7.86
0,56,0,0
0,68,32,2.13
0,57,17,2.9
0,62,18,3.73
0,61,25,4.8
0.16,53,0,0
0,67,32,3.03
0,59,29,6.8
0,65,26,2.43
0,60,25,4.7
0,63,21,1.6
0,64,17,1.66
0,61,19,4.23
0,57,28,4.16
0,63,28,3.7
0,58,28,11.23
0,62,29,5.83
0,57,19,1.06
0,57,30,3.76
0,63,29,5.33
0,35,28,2.53
0,39,12,4.86
0,38,28,1.8
0,46,23,2.73
0,45,16,2.3
0,48,15,1.03
0.93,49,22,7.96
0.56,46,23,8.76
0.26,55,26,11.7
0.26,55,26,11.7
0.07,73,14,8.36
0,80,23,9.3
0.86,69,27,5.26
1.35,69,27,5.33
0.03,78,11,9.36
0.04,81,12,6.96
0.41,73,14,8.06
2.86,64,28,6.76
3.85,67,27,5.23
0.68,73,25,6.36
0.03,75,24,9.06
0,79,24,10.4
2.21,67,26,5.46
1.3,61,26,4.1
1.21,60,28,7.96
3.97,64,26,6.96
5.54,63,27,5.66
1.36,68,25,6.43
0.13,77,11,3.26
0,78,9,5.2
0,77,5,11.76
0,74,3,9.66
0,74,15,6.3
0,56,13,4.06
0,58,24,2.1
0,48,22,4.16
0.1,41,27,11.16
0.05,44,27,13.43
0.12,45,27,10.96
0.03,46,26,13.3
0.02,42,27,10.23
0.03,47,26,14.43
0,50,26,9.86
0.17,40,25,14.66
0,44,25,15.03
0.21,39,27,11.7
0.13,42,28,14.33
0.02,47,30,12.96
0.18,40,27,13.03
0.02,47,31,11.13
0.35,42,28,13.23
0,51,27,10.83
0,50,28,9.36
0,47,30,10.6
0,52,29,6.86
0,51,27,9.63
0,52,27,9.86
0.04,47,25,11.8
0,52,26,3.7
0.01,49,25,10.63
0,52,26,11.23
0,52,26,7.76
0.29,60,19,3.93
0.17,60,18,7.73
4,64,34,8.6
0.09,56,30,5.7
1.91,61,22,4.83
0.3,41,23,9.56
0.6,36,22,6.63
0.14,44,24,9.33
0.14,56,26,9.16
1.39,58,25,9.8
0.86,50,24,12.36
0,60,20,14.25
0.65,30,25,10.73
0.52,26,21,4.73
0.11,39,23,8.4
0.26,37,25,8
0.43,37,24,7.7
0.7,27,22,7.06
0.21,36,25,7.83
0.75,17,0,0
0.13,37,25,6.9
0.37,24,24,6.66
0.11,25,24,11.2
0.07,21,23,8.8
0.02,39,32,11.06
0.03,38,29,13.8
0.03,34,22,10.23
0,57,28,7.43
0,57,29,3.83
3.3,61,31,6.16
0.35,60,34,4.43
0.08,58,34,5.26
0,57,22,4.9
0,57,20,5.2
0,51,26,9.43
0.01,50,27,13.66
0,49,27,11.8
0.02,48,26,12.2
0,50,26,10.6
0,49,28,12.06
0.04,53,26,13.16
0,55,28,12.2
0,43,30,2.4
0,51,27,11.1
0,48,22,8.53
0,48,29,8.6
0,52,24,10.2
0,52,28,10.23
0,53,27,4.83
0,49,19,3.03
0,50,29,10
0,50,31,2.23
0,49,28,11.2
0.03,40,29,10.33
0.03,47,28,10.33
0,44,31,9.26
0.03,50,29,9.33
0,47,30,12.26
0,45,31,14.03
0.01,47,29,11.63
0,44,23,3.16
0.01,47,17,3.13
0,68,8,2.6
0,61,18,3.66
0,57,22,3.56
0,50,17,2.3
0.21,45,24,8.93
0,60,25,50.06
0.88,52,24,10.03
0.19,54,25,11.3
0,49,16,4.03
0,46,30,4.23
0.42,49,14,5.5
0.12,44,26,9.4
0.56,40,28,8.33
0.47,37,25,11.6
0.23,44,26,7.06
0.7,50,23,10.83
0.25,55,22,10.53
0.43,40,27,12.26
0.66,40,27,9.16
0.54,56,29,9.76
0.93,63,24,12.16
0.27,62,25,7.26
0.07,61,27,11.43
0.34,60,25,8.16
0.26,63,25,8.9
0.39,66,25,10.56
0.02,42,28,7.3
0,42,29,12.76
0.01,32,34,11.43
0.01,28,23,11.76
0,46,29,10.86
0.5,41,26,11.66
0.31,43,25,10.6
0.22,44,26,14.3
0.02,43,25,15.76
0.21,41,23,13.53
0.15,43,25,11.7
0.37,40,25,10.23
0,51,27,9.56
0,55,28,8.53
0,48,27,6.53
0,56,27,9.3
0.15,51,27,4.53
0,49,24,2.83
0.12,57,22,3.33
0,61,31,2.73
0,58,17,4
0.06,59,27,3.96
0,52,23,2.3
0,58,22,0.4
0.18,52,26,10.16
0.26,40,26,10.4
0.15,53,28,11.83
0.19,57,26,11.8
0.28,46,26,11.3
0.35,46,26,9.93
0.2,48,26,10.33
0.1,80,9,8.2
1.2,49,25,9.53
0.51,61,24,8.53
0.55,67,26,7.86
1.5,65,25,8.43
0.57,61,25,7.46
0,41,33,7.53
0,43,32,7.93
0.03,48,30,12.23
0,47,30,10.36
0,44,31,10.1
0.59,55,26,8.8
0.04,59,30,5.76
0,52,26,8.5
0,48,29,6.83
0.32,56,27,7.23
0,56,26,6.8
0,56,27,6.4
0.06,57,28,3.93
0,53,16,7.66
0,52,28,8.86
0.16,56,17,8.3
0.34,60,17,3.66
0.13,61,18,8.53
0,67,16,7.33
0,56,29,7.13
0.09,58,18,8.53
0.01,66,7,10.3
0,49,16,5.56
0,59,17,7.1
0,59,17,8.93
0.11,60,15,4.9
0,53,12,2.43
0,58,28,8.16
0.01,63,16,13.56
0,62,17,9.53
0.08,49,18,8.53
0.62,53,18,7.83
0,53,17,7.9
0.02,59,18,7.73
0.05,62,18,9.36
0.27,56,17,6.3
0,56,27,8.16
0,51,18,2.7
0.14,57,27,12.16
0.16,42,27,9.86
0.5,55,25,7.36
0.7,62,23,10
0.44,60,24,9.83
0.14,57,27,12.16
0.47,56,23,11.13
0.15,58,26,8.9
0,50,20,3.96
0,57,23,1.93
0.21,54,20,2.53
0.23,50,26,3.33
0.16,57,22,2.9
0,55,19,6.63
0,59,23,3.06
0.06,48,27,12.13
0.06,51,25,8.83
0.23,48,26,9.63
0.01,51,25,8.2
0.05,34,22,8.5
0.04,42,29,8.53
0.11,41,28,5.33
0.15,42,27,8.13
0.02,40,23,13.76
0.01,42,30,14.4
0,38,21,3.03
0,37,25,10.2
0,49,30,10.8
0.37,60,21,6.95
0.41,56,17,7.08
0,64,21,5.35
0.46,63,24,6.3
0,41,18,4.61
1.79,43,17,6.47
0.42,38,7,10.75
0.24,24,5,4.17
0.11,39,16,9.18
2.75,40,9,4.6
0,40,14,10.38
0.07,40,8,4.97
0.22,37,14,6.97
0,60,16,3.38
1.02,41,13,5.9
0.32,40,7,8.81
0.98,43,17,5.3
0,41,12,7.04
3.04,47,17,6.92
0.19,40,14,6.14
2.45,41,12,8.22
0.24,22,14,7.84
0.02,35,24,1.64
0.22,31,11,7.25
0,36,17,1.81
0,42,11,8.88
0,60,12,1.98
0,60,0,0
0,60,29,14.25
1.52,45,15,5.27
0,45,19,8.78
0.16,34,15,15.82
0.01,40,16,2.35
0,27,9,6.54
0.01,5,7,26.58
0,60,17,3.95
4.21,42,13,5.47
0.04,62,18,4.98
0.57,62,19,4.98
0.51,74,15,2.37
0.7,70,16,2.64
0.13,56,21,5.04
0.11,62,19,5.55
0.11,59,23,9.04
0.05,63,0,0
0.76,68,32,3.21
0.92,60,24,3.97
0,66,16,4.08
0.93,64,19,4.82
0.05,55,0,0
0.95,67,30,3.77
0.49,63,29,4.61
0.08,65,20,2.68
0.29,63,23,4.34
0.2,66,25,6.44
0.26,68,25,5.04
0.38,64,25,5.45
0.2,62,26,4.92
0.55,64,24,3.78
0.6,63,24,6.21
0.39,57,19,10.3
0.54,61,15,2.84
0.5,65,31,3.7
1.78,64,29,5.04
0,45,22,5.2
0.36,51,17,5.27
0.05,45,20,5.87
0.13,53,18,6.8
0.32,53,13,3.04
0.23,57,19,5.57
0.78,40,18,9.11
0.74,36,23,8.14
0.9,43,26,8.91
0.9,43,26,8.91
0,68,10,6.67
0.13,74,11,8.08
0.06,66,23,6.27
0.04,65,17,7.58
0.22,75,20,8.04
0.11,74,11,6.14
0.08,70,19,6.64
0,67,24,6.62
0.03,65,26,5.41
0.7,71,23,5.52
0,68,20,7.57
0.01,73,19,8.25
0.14,61,24,5.3
0.39,55,19,4.7
0.29,57,24,10.24
0.18,56,19,7
0.35,58,24,6.44
0.09,62,18,7.78
2.79,75,14,3
0.02,77,10,9.2
0.69,75,4,12.41
0.15,74,8,11.21
0.05,74,9,12.28
0,57,20,3.07
0.12,57,20,2.52
0.09,50,15,8.22
0.59,36,18,10.08
0.27,41,19,10.47
0.37,41,19,9.67
0.33,45,24,12.08
1.65,37,19,9.25
1.06,44,18,11.64
0.26,47,24,7.05
1.23,39,24,10.15
0.84,41,24,11.47
2.01,35,25,10.21
1.3,39,25,11.25
0.71,46,22,12.57
1.21,36,21,11.11
0.01,45,24,13
0.26,38,25,10.84
0.03,55,19,9.92
0,58,24,10.31
0.07,53,22,9
0,61,19,8.42
0.16,56,20,9.12
0.04,62,22,11.27
0.52,42,22,10.82
0.58,45,22,3.4
0.41,45,21,10.41
0.14,48,22,9.87
0.27,52,20,7.4
0,65,22,4.64
0,65,17,5.68
0,68,23,5.54
0,65,23,7.3
0,63,22,3.41
1.49,32,26,10.41
1.19,26,26,8.3
0.56,34,27,8.42
0.79,43,26,7.15
0.94,45,25,8.35
1.44,37,22,9.4
1.38,32,23,9.14
1.34,24,21,8.22
0.68,35,24,8.05
1.1,34,22,9.02
1.79,33,21,7.88
0.55,26,21,6.52
1.09,32,21,8.47
1.78,21,0,0
0.95,34,21,8.02
0.79,24,20,7.15
0.56,28,16,7.07
0.42,26,14,6.62
0.13,36,27,9.18
0.14,35,22,11.31
0.12,33,22,8.85
0,64,20,8.5
0,62,19,6.55
0,64,21,5.17
0,64,23,4.27
0,64,21,5.67
0,61,22,5.41
0.28,59,16,6.34
0.24,52,21,8.38
0.43,50,23,11.31
0.34,54,20,10.92
1.3,51,23,10.48
0.18,56,25,11.62
0.23,52,21,11.25
0.54,50,23,10.52
0,53,20,9.87
